date,province,region,ratio_tourist_stay,no_tourist_stay,no_tourist_all,no_tourist_thai,no_tourist_foreign,revenue_all,revenue_thai,revenue_foreign
2023-01-01,Phichit ,north,0.5478000000000001,33020,64987,64835,152,111990000,111620000,370000
2023-01-01,Phitsanulok ,north,0.5724,146196,286106,276634,9472,757750000,729530000,28220000
2023-01-01,Phetchabun ,north,0.6517000000000001,188195,250782,243117,7665,835160000,806260000,28900000
2023-01-01,Sukhothai ,north,0.3987,47124,110895,95912,14983,268930000,222960000,45970000
2023-01-01,Uttaradit ,north,0.42710000000000004,46951,95628,95005,623,143740000,142120000,1620000
2023-01-01,Uthai Thani ,north,0.5165,28011,89179,89072,107,138790000,138590000,200000
2023-01-01,Kalasin ,east_northeast,0.4631,19979,55621,54710,911,60000000,57120000,2880000
2023-01-01,Khon Kaen ,east_northeast,0.6082,164270,333766,324117,9649,945210000,918550000,26660000
2023-01-01,Nakhon Phanom ,east_northeast,0.736,62425,164365,155168,9197,256180000,233880000,22300000
2023-01-01,Bueng Kan ,east_northeast,0.5478000000000001,32938,61593,59397,2196,87080000,82650000,4430000
2023-01-01,Maha Sarakham ,east_northeast,0.6013000000000001,27775,55563,54748,815,65910000,63820000,2090000
2023-01-01,Loei ,east_northeast,0.6317,103572,173075,170820,2255,375450000,367310000,8140000
2023-01-01,Sakon Nakhon ,east_northeast,0.5224,56778,143484,142187,1297,206460000,203090000,3370000
2023-01-01,Nong Khai ,east_northeast,0.6441,81251,229295,166814,62481,405370000,261810000,143560000
2023-01-01,Nong Bua Lamphu ,east_northeast,0.36729999999999996,8286,28757,28515,242,22070000,21830000,240000
2023-01-01,Udon Thani ,east_northeast,0.6851,142271,381671,332135,49536,794579999,624630000,169950000
2023-01-01,Chaiyaphum ,east_northeast,0.4777,56333,100242,99800,442,141890000,140890000,1000000
2023-01-01,Nakhon Ratchasima ,east_northeast,0.6907,396520,677058,666341,10717,1154110000,1120090000,34020000
2023-01-01,Buriram ,east_northeast,0.735,144765,305026,301517,3509,627829999,617300000,10530000
2023-01-01,Mukdahan ,east_northeast,0.5408,42104,162926,153645,9281,244640000,222420000,22220000
2023-01-01,Yasothon ,east_northeast,0.3957,10527,37655,37496,159,37400000,37170000,230000
2023-01-01,Roi Et ,east_northeast,0.6356,45619,106144,105296,848,139700000,137510000,2190000
2023-01-01,Sisaket ,south,0.4294,24872,68769,68441,328,80290000,79530000,760000
2023-01-01,Surin ,east_northeast,0.5808,75991,104405,102229,2176,185200000,180950000,4250000
2023-01-01,Amnat Charoen ,east_northeast,0.3946,6934,23112,22684,428,25960000,25170000,790000
2023-01-01,Ubon Ratchathani ,east_northeast,0.48109999999999997,87474,201036,199911,1125,296130000,293390000,2740000
2023-02-01,Bangkok,central,0.7597,2427838,4697654,2540268,2157386,56007210000,13321820000,42685390000
2023-02-01,Kanchanaburi ,central,0.6523,298484,1229084,1206651,22433,2315770000,2248150000,67620000
2023-02-01,Nakhon Pathom ,central,0.4387,68431,253919,250065,3854,339900000,329990000,9910000
2023-02-01,Prachuap Khiri Khan ,central,0.7526,484460,953266,906822,46444,3420450000,2955740000,464710000
2023-02-01,Phetchaburi ,central,0.6709,319600,861806,848877,12929,2355980000,2304310000,51670000
2023-02-01,Ratchaburi ,central,0.5635,68884,177957,166502,11455,203600000,179770000,23830000
2023-02-01,Samut Prakan ,central,0.48229999999999995,73380,258047,189960,68087,376080000,269020000,107060000
2023-02-01,Samut Songkhram ,central,0.5882000000000001,59707,536843,522861,13982,507160000,489450000,17710000
2023-02-01,Samut Sakhon ,central,0.41119999999999995,26505,85102,83562,1540,119340000,116200000,3140000
2023-02-01,Chainat ,central,0.45030000000000003,17049,76937,76531,406,101030000,100650000,380000
2023-02-01,Nonthaburi ,central,0.5371,74541,293563,275729,17834,396580000,371370000,25210000
2023-02-01,Pathum Thani ,central,0.4545,33672,203466,184300,19166,292710000,266360000,26350000
2023-02-01,Phra Nakhon Si Ayutthaya ,central,0.5878,80566,828263,718340,109923,1353750000,1120820000,232930000
2023-02-01,Lopburi ,central,0.5383,66173,347038,344986,2052,428850000,425750000,3100000
2023-02-01,Saraburi ,central,0.5468999999999999,76562,356692,353568,3124,589520000,584660000,4860000
2023-02-01,Sing Buri ,central,0.42119999999999996,13242,51144,50618,526,64240000,63130000,1110000
2023-02-01,Suphan Buri ,central,0.6285000000000001,88229,552498,547028,5470,646410000,638510000,7900000
2023-02-01,Ang Thong ,central,0.4844,13167,87375,86891,484,97380000,96720000,660000
2023-02-01,Chanthaburi ,east,0.6467,96711,329667,326710,2957,1140350000,1134250000,6100000
2023-02-01,Chachoengsao ,east,0.3987,28121,431321,430154,1167,478120000,476970000,1150000
2023-02-01,Chonburi ,east,0.7474,1195173,1765942,1053257,712685,13916540000,5526110000,8390430000
2023-02-01,Trat ,east,0.5442,124282,142183,127685,14498,945360000,840980000,104380000
2023-02-01,Nakhon Nayok ,east,0.5997,84037,131283,130339,944,306000000,302980000,3020000
2023-02-01,Prachinburi ,east,0.4474,55057,99191,98755,436,277280000,275750000,1530000
2023-02-01,Rayong ,east,0.6612,228041,392286,358862,33424,1410470000,1310320000,100150000
2023-02-01,Sa Kaeo ,east,0.4608,36084,99892,98569,1323,324380000,321170000,3210000
2023-02-01,Krabi ,south,0.7552,152480,288357,168938,119419,2255870000,1601270000,654600000
2023-02-01,Chumphon ,south,0.6089,97457,125871,125056,815,308060000,306200000,1860000
2023-02-01,Nakhon Si Thammarat ,south,0.6531999999999999,166307,276244,274453,1791,647180000,642370000,4810000
2023-02-01,Phang Nga ,south,0.6523,61794,230469,74426,156043,980200000,256920000,723280000
2023-02-01,Phuket ,south,0.8519,773321,950848,262850,687998,29607030000,1672670000,27934360000
2023-02-01,Ranong ,south,0.5737,40081,62771,61369,1402,124430000,120930000,3500000
2023-02-01,Surat Thani ,south,0.7484000000000001,349766,527449,345093,182356,3597540000,1797490000,1800050000
2023-02-01,Trang ,south,0.5635,73095,109183,105800,3383,355580000,345370000,10210000
2023-02-01,Narathiwat ,south,0.5562,30238,65895,38315,27580,136880000,64170000,72710000
2023-02-01,Pattani ,south,0.442,16263,28033,25424,2609,53070000,51970000,1100000
2023-02-01,Phatthalung ,south,0.6014,39524,90971,89997,974,89420000,88680000,740000
2023-02-01,Yala ,south,0.7957,89915,134064,87612,46452,266960000,138750000,128210000
2023-02-01,Songkhla ,south,0.6353,176046,358211,160445,197766,2023920000,852570000,1171350000
2023-02-01,Satun ,south,0.563,72416,144382,134740,9642,588400000,553970000,34430000
2023-02-01,Chiang Rai ,north,0.7548,332976,560745,486143,74602,4147900000,3251590000,896310000
2023-02-01,Chiang Mai ,north,0.7593000000000001,605913,942945,698328,244617,7377560000,5037850000,2339710000
2023-02-01,Nan ,north,0.9351,118965,180728,179116,1612,455740000,446390000,9350000
2023-02-01,Phayao ,north,0.7563,45035,96128,91398,4730,207320000,192730000,14590000
2023-02-01,Phrae ,north,0.6586,47221,113825,112853,972,255840000,253200000,2640000
2023-02-01,Mae Hong Son ,north,0.586,91251,105495,87088,18407,488060000,378960000,109100000
2023-02-01,Lampang ,north,0.6028,52194,142332,136269,6063,446170000,415160000,31010000
2023-02-01,Lamphun ,north,0.604,20293,97673,91024,6649,137670000,122300000,15370000
2023-02-01,Kamphaeng Phet ,north,0.40240000000000004,32941,71639,69156,2483,136549999,131260000,5290000
2023-02-01,Tak ,north,0.7218000000000001,137389,190910,185911,4999,637650000,613620000,24030000
2023-02-01,Nakhon Sawan ,north,0.5206000000000001,82503,182453,181698,755,481030000,478300000,2730000
2023-02-01,Phichit ,north,0.5162,31708,59261,59126,135,106830000,106490000,340000
2023-02-01,Phitsanulok ,north,0.509,131376,260109,249685,10424,702610000,670330000,32280000
2023-02-01,Phetchabun ,north,0.6746,191571,262679,255218,7461,889050000,860120000,28930000
2023-02-01,Sukhothai ,north,0.3893,46381,98421,80663,17758,249340000,193440000,55900000
2023-02-01,Uttaradit ,north,0.42060000000000003,46461,88505,87942,563,138670000,137170000,1500000
2023-02-01,Uthai Thani ,north,0.5082,27584,80105,80010,95,127980000,127790000,190000
2023-02-01,Kalasin ,east_northeast,0.5784,25610,76200,73805,2395,86990000,79330000,7660000
2023-02-01,Khon Kaen ,east_northeast,0.5802,159207,323385,314381,9004,880230000,856220000,24010000
2023-02-01,Nakhon Phanom ,east_northeast,0.76,65810,177898,167277,10621,284480000,257440000,27040000
2023-02-01,Bueng Kan ,east_northeast,0.5052,31029,57632,55710,1922,77960000,74320000,3640000
2023-02-01,Maha Sarakham ,east_northeast,0.5361,25011,51326,50572,754,60210000,58350000,1860000
2023-02-01,Loei ,east_northeast,0.6077,100440,165602,163379,2223,356640000,348700000,7940000
2023-02-01,Sakon Nakhon ,east_northeast,0.5031,55532,149330,148126,1204,201730000,198660000,3070000
2023-02-01,Nong Khai ,east_northeast,0.6548999999999999,83983,250754,186094,64660,424120000,275970000,148150000
2023-02-01,Nong Bua Lamphu ,east_northeast,0.33299999999999996,7684,26659,26495,164,19970000,19820000,150000
2023-02-01,Udon Thani ,east_northeast,0.6239,129989,329825,287940,41885,661880000,520440000,141440000
2023-02-01,Chaiyaphum ,east_northeast,0.4461,53330,94804,94390,414,128520000,127600000,920000
2023-02-01,Nakhon Ratchasima ,east_northeast,0.6415000000000001,359110,612608,602824,9784,1037380000,1007500000,29880000
2023-02-01,Buriram ,east_northeast,0.6817,131056,273722,270392,3330,550940000,541250000,9690000
2023-02-01,Mukdahan ,east_northeast,0.5112,40096,158380,149425,8955,234090000,213440000,20650000
2023-02-01,Yasothon ,east_northeast,0.3839,10171,36381,36262,119,35850000,35680000,170000
2023-02-01,Roi Et ,east_northeast,0.5297,32125,67845,67115,730,90520000,88600000,1920000
2023-02-01,Sisaket ,south,0.3982,21548,56593,56284,309,65190000,64489999,700000
2023-02-01,Surin ,east_northeast,0.551,71567,98256,96184,2072,170750000,166750000,4000000
2023-02-01,Amnat Charoen ,east_northeast,0.3809,6589,21896,21496,400,23700000,22980000,720000
2023-02-01,Ubon Ratchathani ,east_northeast,0.45399999999999996,83749,408846,407653,1193,616180000,613220000,2960000
2023-03-01,Bangkok,central,0.7796,2527890,4669908,2498933,2170975,56033170000,12753290000,43279880000
2023-03-01,Kanchanaburi ,central,0.6129,283751,1170150,1147036,23114,2180000000,2110020000,69980000
2023-03-01,Nakhon Pathom ,central,0.46630000000000005,72027,261425,257174,4251,350720000,339940000,10780000
2023-03-01,Prachuap Khiri Khan ,central,0.7659999999999999,503046,952565,908434,44131,3445440000,3001560000,443880000
2023-03-01,Phetchaburi ,central,0.7021,340148,894909,883167,11742,2439900000,2393390000,46510000
2023-03-01,Ratchaburi ,central,0.5186,64226,170631,158150,12481,192770000,168090000,24680000
2023-03-01,Samut Prakan ,central,0.5212,79278,279984,208051,71933,398160000,285870000,112290000
2023-03-01,Samut Songkhram ,central,0.5569,55804,529882,515161,14721,491860000,472620000,19240000
2023-03-01,Samut Sakhon ,central,0.38780000000000003,25961,85392,83873,1519,116540000,113430000,3110000
2023-03-01,Chainat ,central,0.4355,16737,72338,71732,606,96910000,96370000,540000
2023-03-01,Nonthaburi ,central,0.5676,79284,285391,266929,18462,377720000,351280000,26440000
2023-03-01,Pathum Thani ,central,0.4794,34946,220870,199107,21763,310450000,281290000,29160000
2023-03-01,Phra Nakhon Si Ayutthaya ,central,0.5517,76982,772015,653554,118461,1247360000,998840000,248520000
2023-03-01,Lopburi ,central,0.4918,59025,311799,309863,1936,384920000,381990000,2930000
2023-03-01,Saraburi ,central,0.5636,80149,318397,314957,3440,538699999,533310000,5390000
2023-03-01,Sing Buri ,central,0.41619999999999996,13677,51908,51583,325,64850000,64180000,670000
2023-03-01,Suphan Buri ,central,0.5753,76257,530507,526807,3700,599670000,594420000,5250000
2023-03-01,Ang Thong ,central,0.4472,12665,71186,70573,613,85190000,84350000,840000
2023-03-01,Chanthaburi ,east,0.6927,114671,764033,760662,3371,2445550000,2438510000,7040000
2023-03-01,Chachoengsao ,east,0.4029,29399,467889,466836,1053,525510000,524460000,1050000
2023-03-01,Chonburi ,east,0.7643000000000001,1247582,1886845,1073295,813550,16885760000,5704730000,11181030000
2023-03-01,Trat ,east,0.5997,142038,170934,153362,17572,1133500000,1006750000,126750000
2023-03-01,Nakhon Nayok ,east,0.6103000000000001,88256,135914,134933,981,315800000,312700000,3100000
2023-03-01,Prachinburi ,east,0.47609999999999997,58324,102230,101857,373,283230000,281850000,1380000
2023-03-01,Rayong ,east,0.7295999999999999,253291,429511,368257,61254,1530220000,1345890000,184330000
2023-03-01,Sa Kaeo ,east,0.4756,36848,103275,101721,1554,335010000,331280000,3730000
2023-03-01,Krabi ,south,0.7748999999999999,171774,344089,182058,162031,2499529999,1653220000,846310000
2023-03-01,Chumphon ,south,0.5877,92671,122880,121998,882,296340000,294310000,2030000
2023-03-01,Nakhon Si Thammarat ,south,0.68,170682,289250,286617,2633,672020000,664960000,7060000
2023-03-01,Phang Nga ,south,0.701,81300,277492,87992,189500,1226260000,302000000,924260000
2023-03-01,Phuket ,south,0.8737999999999999,815441,997205,248051,749154,30740830000,1554600000,29186230000
2023-03-01,Ranong ,south,0.5453,38265,61307,59820,1487,120900000,117130000,3770000
2023-03-01,Surat Thani ,south,0.7881999999999999,420361,617912,395059,222853,4048450000,1949180000,2099270000
2023-03-01,Trang ,south,0.5428000000000001,67062,109024,105304,3720,338740000,327470000,11270000
2023-03-01,Narathiwat ,south,0.5274,28653,65257,35620,29637,136840000,58700000,78140000
2023-03-01,Pattani ,south,0.4277,13236,24209,21412,2797,45510000,44320000,1190000
2023-03-01,Phatthalung ,south,0.5767,37657,103136,101910,1226,99780000,98800000,980000
2023-03-01,Yala ,south,0.6983,77982,118910,76258,42652,247390000,129450000,117940000
2023-03-01,Songkhla ,south,0.6495000000000001,194372,373786,162901,210885,2093950000,863790000,1230160000
2023-03-01,Satun ,south,0.5908,80658,160082,146729,13353,650110000,604240000,45870000
2023-03-01,Chiang Rai ,north,0.6965,332046,530952,463321,67631,3816930000,2989420000,827510000
2023-03-01,Chiang Mai ,north,0.6246,500654,799314,585467,213847,5944620000,3895260000,2049360000
2023-03-01,Nan ,north,0.7283,96414,137639,136358,1281,360390000,352750000,7640000
2023-03-01,Phayao ,north,0.6034,39463,84443,80265,4178,185580000,172490000,13090000
2023-03-01,Phrae ,north,0.5922,45673,99007,98115,892,232170000,229710000,2460000
2023-03-01,Mae Hong Son ,north,0.4976,84032,96055,76301,19754,458680000,339550000,119130000
2023-03-01,Lampang ,north,0.43450000000000005,43518,116994,111682,5312,364800000,336690000,28110000
2023-03-01,Lamphun ,north,0.4568,17563,85504,79344,6160,120310000,105830000,14480000
2023-03-01,Kamphaeng Phet ,north,0.365,32164,64972,62696,2276,123970000,119040000,4930000
2023-03-01,Tak ,north,0.6265999999999999,126810,174690,169910,4780,576380000,553050000,23330000
2023-03-01,Nakhon Sawan ,north,0.5961,89991,195465,194591,874,515660000,512230000,3430000
2023-03-01,Phichit ,north,0.4329,27756,53300,53186,114,94620000,94320000,300000
2023-03-01,Phitsanulok ,north,0.41609999999999997,112437,214086,204123,9963,580850000,549520000,31330000
2023-03-01,Phetchabun ,north,0.5089,165710,218749,212705,6044,744020000,719750000,24270000
2023-03-01,Sukhothai ,north,0.3517,45543,94041,77883,16158,233790000,181780000,52010000
2023-03-01,Uttaradit ,north,0.4073,46093,81823,81287,536,129850000,128400000,1450000
2023-03-01,Uthai Thani ,north,0.48960000000000004,27412,76748,76673,75,125110000,124950000,160000
2023-03-01,Kalasin ,east_northeast,0.6079,26986,162078,159669,2409,181030000,173320000,7710000
2023-03-01,Khon Kaen ,east_northeast,0.5407,144316,298691,289389,9302,792810000,767860000,24950000
2023-03-01,Nakhon Phanom ,east_northeast,0.726,62778,160173,151952,8221,252960000,232290000,20670000
2023-03-01,Bueng Kan ,east_northeast,0.5246999999999999,31939,65694,63625,2069,90390000,86400000,3990000
2023-03-01,Maha Sarakham ,east_northeast,0.5615,25931,195047,194152,895,135549999,133410000,2140000
2023-03-01,Loei ,east_northeast,0.5221,85354,141539,139224,2315,304080000,295770000,8310000
2023-03-01,Sakon Nakhon ,east_northeast,0.42060000000000003,47857,125565,124280,1285,170110000,166820000,3290000
2023-03-01,Nong Khai ,east_northeast,0.6716,87660,292031,202500,89531,506630000,301650000,204980000
2023-03-01,Nong Bua Lamphu ,east_northeast,0.2874,6863,23816,23644,172,17729999,17580000,150000
2023-03-01,Udon Thani ,east_northeast,0.6352,133260,366676,292242,74434,796450000,544240000,252210000
2023-03-01,Chaiyaphum ,east_northeast,0.48960000000000004,56473,103500,103043,457,141970000,140940000,1030000
2023-03-01,Nakhon Ratchasima ,east_northeast,0.6173,348421,595665,585411,10254,1025180000,993650000,31530000
2023-03-01,Buriram ,east_northeast,0.6987000000000001,134795,281889,278386,3503,569100000,558860000,10240000
2023-03-01,Mukdahan ,east_northeast,0.4379,34125,142831,133419,9412,210620000,188390000,22230000
2023-03-01,Yasothon ,east_northeast,0.39049999999999996,10390,37156,37016,140,36260000,36060000,200000
2023-03-01,Roi Et ,east_northeast,0.4682,28692,62037,61259,778,83899999,81850000,2050000
2023-03-01,Sisaket ,south,0.4334,22578,58939,58624,315,70029999,69320000,710000
2023-03-01,Surin ,east_northeast,0.46840000000000004,63083,86556,84335,2221,150540000,146190000,4350000
2023-03-01,Amnat Charoen ,east_northeast,0.33520000000000005,5747,19001,18587,414,21140000,20390000,750000
2023-03-01,Ubon Ratchathani ,east_northeast,0.4678,85901,274458,272968,1490,479330000,475960000,3370000
2023-04-01,Bangkok,central,0.795,2623630,4720294,2484713,2235581,58382060000,12764030000,45618030000
2023-04-01,Kanchanaburi ,central,0.631,292397,1242322,1217920,24402,2325900000,2250980000,74920000
2023-04-01,Nakhon Pathom ,central,0.462,70508,287880,284005,3875,389120000,379010000,10110000
2023-04-01,Prachuap Khiri Khan ,central,0.8035,533527,1022412,979422,42990,3733040000,3294990000,438050000
2023-04-01,Phetchaburi ,central,0.7331,359447,965527,952122,13405,2666640000,2612000000,54640000
2023-04-01,Ratchaburi ,central,0.5494,75047,207128,195788,11340,233830000,211080000,22750000
2023-04-01,Samut Prakan ,central,0.5077,78886,270538,196112,74426,390900000,273260000,117640000
2023-04-01,Samut Songkhram ,central,0.5535,57898,558236,543460,14776,522720000,502980000,19740000
2023-04-01,Samut Sakhon ,central,0.3691,25416,107519,106132,1387,149480000,146530000,2950000
2023-04-01,Chainat ,central,0.43799999999999994,16447,85805,85166,639,121490000,120810000,680000
2023-04-01,Nonthaburi ,central,0.5347,75738,294277,276648,17629,396190000,370610000,25580000
2023-04-01,Pathum Thani ,central,0.44789999999999996,32966,242032,220664,21368,343620000,314680000,28940000
2023-04-01,Phra Nakhon Si Ayutthaya ,central,0.5669,80232,815872,690797,125075,1335460000,1069930000,265530000
2023-04-01,Lopburi ,central,0.5321,65752,378898,377313,1585,479600000,477140000,2460000
2023-04-01,Saraburi ,central,0.6059,87810,360334,356663,3671,621770000,615880000,5890000
2023-04-01,Sing Buri ,central,0.423,13479,66141,65731,410,84800000,83940000,860000
2023-04-01,Suphan Buri ,central,0.5824,79471,565571,562335,3236,654530000,649790000,4740000
2023-04-01,Ang Thong ,central,0.4643,13271,97215,96590,625,119050000,118190000,860000
2023-04-01,Chanthaburi ,east,0.6983,116312,478266,475756,2510,1559790000,1554340000,5450000
2023-04-01,Chachoengsao ,east,0.3911,28820,475652,473803,1849,540370000,538490000,1880000
2023-04-01,Chonburi ,east,0.7806000000000001,1271633,2151568,1291317,860251,18671030000,7034810000,11636220000
2023-04-01,Trat ,east,0.6119,149977,192398,172466,19932,1240720000,1094670000,146050000
2023-04-01,Nakhon Nayok ,east,0.5769,85073,128398,127643,755,293380000,290940000,2440000
2023-04-01,Prachinburi ,east,0.4484,56325,106353,106021,332,293619999,292340000,1280000
2023-04-01,Rayong ,east,0.7503,261544,471715,392557,79158,1642560000,1410220000,232340000
2023-04-01,Sa Kaeo ,east,0.4435,35467,96598,95152,1446,317980000,314420000,3560000
2023-04-01,Krabi ,south,0.755,169403,368749,196916,171833,2684920000,1804420000,880500000
2023-04-01,Chumphon ,south,0.6084,97064,133574,132442,1132,324470000,321850000,2620000
2023-04-01,Nakhon Si Thammarat ,south,0.7073999999999999,185737,322573,318400,4173,742780000,731450000,11330000
2023-04-01,Phang Nga ,south,0.6812,78011,268743,99750,168993,1181750000,323210000,858540000
2023-04-01,Phuket ,south,0.8273,801620,986188,258066,728122,31337040000,1623200000,29713840000
2023-04-01,Ranong ,south,0.563,41920,65032,63389,1643,128710000,124530000,4180000
2023-04-01,Surat Thani ,south,0.7718,446176,693416,428436,264980,4799570000,2211080000,2588490000
2023-04-01,Trang ,south,0.6965,91363,151872,147366,4506,464570000,450930000,13640000
2023-04-01,Narathiwat ,south,0.5127,26593,70912,46108,24804,139310000,77090000,62220000
2023-04-01,Pattani ,south,0.4071,12609,25896,22158,3738,48600000,46990000,1610000
2023-04-01,Phatthalung ,south,0.6189,42457,111296,109813,1483,107730000,106500000,1230000
2023-04-01,Yala ,south,0.6625,72968,122713,73650,49063,260630000,122960000,137670000
2023-04-01,Songkhla ,south,0.7081999999999999,207679,393429,177678,215751,2197450000,940810000,1256640000
2023-04-01,Satun ,south,0.7247,101230,197328,180653,16675,802810000,746500000,56310000
2023-04-01,Chiang Rai ,north,0.6581999999999999,326520,547873,485390,62483,3948100000,3175990000,772110000
2023-04-01,Chiang Mai ,north,0.6966,546999,873671,667611,206060,6530580000,4541050000,1989530000
2023-04-01,Nan ,north,0.6934,94423,140671,139376,1295,375620000,367800000,7820000
2023-04-01,Phayao ,north,0.6351,41487,93160,89407,3753,208320000,196170000,12150000
2023-04-01,Phrae ,north,0.6183,47458,106436,105462,974,253510000,250780000,2730000
2023-04-01,Mae Hong Son ,north,0.4064,77969,91775,73419,18356,445610000,332650000,112960000
2023-04-01,Lampang ,north,0.5176,47797,128947,123301,5646,412180000,381890000,30290000
2023-04-01,Lamphun ,north,0.5014,18593,96964,90528,6436,138480000,123180000,15300000
2023-04-01,Kamphaeng Phet ,north,0.3382,31830,68477,66263,2214,132300000,127400000,4900000
2023-04-01,Tak ,north,0.6174000000000001,126397,181690,177095,4595,607680000,584770000,22910000
2023-04-01,Nakhon Sawan ,north,0.5693,88697,215460,214552,908,584400000,580780000,3620000
2023-04-01,Phichit ,north,0.47340000000000004,29361,64924,64796,128,117540000,117200000,340000
2023-04-01,Phitsanulok ,north,0.4608,119109,240892,230030,10862,662700000,627840000,34860000
2023-04-01,Phetchabun ,north,0.4073,153649,215537,210065,5472,737630000,715170000,22460000
2023-04-01,Sukhothai ,north,0.2965,43965,98513,83360,15153,251390000,201330000,50060000
2023-04-01,Uttaradit ,north,0.4296,47635,89820,89306,514,146179999,144760000,1420000
2023-04-01,Uthai Thani ,north,0.5012,28116,83514,83434,80,139059999,138890000,170000
2023-04-01,Kalasin ,east_northeast,0.5783,26147,89347,86777,2570,127700000,119410000,8289999
2023-04-01,Khon Kaen ,east_northeast,0.5879,156421,352937,342351,10586,948720000,919590000,29130000
2023-04-01,Nakhon Phanom ,east_northeast,0.7422,65024,176310,165930,10380,287750000,260780000,26970000
2023-04-01,Bueng Kan ,east_northeast,0.5347999999999999,32530,72002,69338,2664,99730000,94480000,5250000
2023-04-01,Maha Sarakham ,east_northeast,0.5344,24871,128340,127311,1029,91640000,89150000,2490000
2023-04-01,Loei ,east_northeast,0.5427000000000001,87618,147145,144589,2556,320510000,311100000,9410000
2023-04-01,Sakon Nakhon ,east_northeast,0.4164,45690,126977,125592,1385,176580000,172970000,3610000
2023-04-01,Nong Khai ,east_northeast,0.6922,89571,305263,209297,95966,538220000,314400000,223820000
2023-04-01,Nong Bua Lamphu ,east_northeast,0.3126,7125,24372,24116,256,19190000,18950000,240000
2023-04-01,Udon Thani ,east_northeast,0.6574,137049,404621,313764,90857,916700000,602920000,313780000
2023-04-01,Chaiyaphum ,east_northeast,0.5214,60076,137254,136729,525,186150000,184910000,1240000
2023-04-01,Nakhon Ratchasima ,east_northeast,0.6431,357844,612741,601474,11267,1081360000,1045950000,35410000
2023-04-01,Buriram ,east_northeast,0.7358,140900,297965,294076,3889,615920000,604430000,11490000
2023-04-01,Mukdahan ,east_northeast,0.42719999999999997,32797,140464,129416,11048,211990000,185700000,26290000
2023-04-01,Yasothon ,east_northeast,0.4014,10565,40625,40462,163,40230000,39990000,240000
2023-04-01,Roi Et ,east_northeast,0.45439999999999997,27570,65246,64164,1082,90160000,87300000,2860000
2023-04-01,Sisaket ,south,0.473,25977,64607,64262,345,80820000,80060000,760000
2023-04-01,Surin ,east_northeast,0.4816,64682,91004,88326,2678,159250000,153950000,5300000
2023-04-01,Amnat Charoen ,east_northeast,0.3283,5525,19907,19434,473,23200000,22310000,890000
2023-04-01,Ubon Ratchathani ,east_northeast,0.4826,88958,291060,289319,1741,518370000,514370000,4000000
2023-05-01,Bangkok,central,0.7365,2520812,4566493,2433065,2133428,56203870000,12274820000,43929050000
2023-05-01,Kanchanaburi ,central,0.6008,273415,1161569,1136034,25535,2153100000,2073970000,79130000
2023-05-01,Nakhon Pathom ,central,0.44420000000000004,68573,274917,271613,3304,366900000,358450000,8450000
2023-05-01,Prachuap Khiri Khan ,central,0.7121,455955,872912,834637,38275,3167140000,2781070000,386070000
2023-05-01,Phetchaburi ,central,0.6648000000000001,327493,887566,874977,12589,2441640000,2390180000,51460000
2023-05-01,Ratchaburi ,central,0.5047,70905,194758,185327,9431,216200000,197940000,18260000
2023-05-01,Samut Prakan ,central,0.4783,76332,253595,182308,71287,362710000,251650000,111060000
2023-05-01,Samut Songkhram ,central,0.5647,60593,561883,547744,14139,530160000,511430000,18730000
2023-05-01,Samut Sakhon ,central,0.3776,26740,95696,94701,995,135140000,133010000,2130000
2023-05-01,Chainat ,central,0.445,17491,79914,79478,436,112520000,112050000,470000
2023-05-01,Nonthaburi ,central,0.5556,79629,288778,271799,16979,386780000,361610000,25170000
2023-05-01,Pathum Thani ,central,0.46159999999999995,35099,232979,213963,19016,325580000,299160000,26420000
2023-05-01,Phra Nakhon Si Ayutthaya ,central,0.5177,73573,777555,660079,117476,1254090000,1011250000,242840000
2023-05-01,Lopburi ,central,0.49729999999999996,61134,331405,330149,1256,418520000,416580000,1940000
2023-05-01,Saraburi ,central,0.5793,83236,329942,326969,2973,560770000,556070000,4700000
2023-05-01,Sing Buri ,central,0.45640000000000003,14656,64563,63982,581,82470000,81280000,1190000
2023-05-01,Suphan Buri ,central,0.5538000000000001,75210,538286,535617,2669,608900000,605060000,3840000
2023-05-01,Ang Thong ,central,0.42950000000000005,12438,87099,86510,589,106510000,105730000,780000
2023-05-01,Chanthaburi ,east,0.6238,107472,445344,443403,1941,1440520000,1436420000,4100000
2023-05-01,Chachoengsao ,east,0.3826,27907,449040,447436,1604,505790000,504170000,1620000
2023-05-01,Chonburi ,east,0.7249,1155652,1838511,1035047,803464,17411680000,6715510000,10696170000
2023-05-01,Trat ,east,0.5524,139818,179812,162382,17430,1157150000,1031400000,125750000
2023-05-01,Nakhon Nayok ,east,0.5535,83867,126529,125825,704,287310000,285080000,2230000
2023-05-01,Prachinburi ,east,0.4567,57576,111476,111169,307,303770000,302590000,1180000
2023-05-01,Rayong ,east,0.8024,273351,491071,414277,76794,1694199999,1469340000,224860000
2023-05-01,Sa Kaeo ,east,0.4363,35313,96239,94888,1351,315720000,312400000,3320000
2023-05-01,Krabi ,south,0.6722,153200,326769,187403,139366,2396910000,1736030000,660880000
2023-05-01,Chumphon ,south,0.5792,96071,128110,127113,997,327180000,324740000,2440000
2023-05-01,Nakhon Si Thammarat ,south,0.6651,181021,317995,314015,3980,710900000,700220000,10680000
